64,330,10,1,187,2,2,206,2090
71,5,12,5,106,254,0,23,2133
178,453,8,13,358,0,214,253,2135
138,417,17,2,18,8,6,10,2135
257,107,13,9,121,254,0,23,2185
154,232,0,7,34,255,255,255,2078
246,428,11,4,205,2,2,206,2126
97,46,15,8,99,2,2,206,2206
102,441,9,18,293,255,255,255,2074
153,75,2,14,1,2,2,206,2111
226,203,1,13,262,0,214,253,2102
318,237,17,12,52,254,0,23,2074
360,371,6,13,349,2,2,206,2114
111,39,2,20,289,2,2,206,2129
13,254,13,11,183,254,0,23,2192
138,291,15,7,328,0,214,253,2127
232,73,8,9,318,0,214,253,2115
202,416,10,5,230,8,6,10,2149
152,166,3,20,308,8,6,10,2113
122,296,5,25,285,0,214,253,2135
268,401,3,26,137,0,214,253,2124
122,119,0,12,339,254,0,23,2081
2,390,2,25,237,255,255,255,2074
176,168,6,12,291,255,255,255,2152
101,135,14,1,329,2,2,206,2096
218,216,13,17,26,255,255,255,2290
324,167,4,3,194,254,0,23,2088
259,35,17,2,130,8,6,10,2137
276,450,5,0,56,255,255,255,2074
54,350,17,3,87,8,6,10,2158
323,413,15,2,234,254,0,23,2107
294,63,12,14,338,255,255,255,2074
330,193,0,21,278,8,6,10,2082
230,370,15,16,281,254,0,23,2298
65,23,4,22,316,8,6,10,2210
212,14,19,9,194,8,6,10,2307
136,37,12,3,109,8,6,10,2132
333,340,16,23,265,255,255,255,2074
189,377,5,16,165,2,2,206,2165
259,475,7,16,190,255,255,255,2074
127,396,2,3,231,0,214,253,2078
182,438,14,7,55,0,214,253,2132
294,97,4,6,326,8,6,10,2110
183,151,8,21,123,2,2,206,2120
143,217,11,14,174,8,6,10,2135
125,117,18,14,359,2,2,206,2345
0,265,11,2,263,8,6,10,2094
262,479,11,4,310,8,6,10,2112
242,1,18,5,159,0,214,253,2104
125,70,10,22,326,254,0,23,2284
136,406,12,3,289,8,6,10,2132
280,395,11,16,119,2,2,206,2263
352,399,17,0,40,2,2,206,2081
